episodes,steps,total reward
198,10000,4.0
466,20000,6.0
789,30000,23.0
1096,40000,32.0
1435,50000,76.0
1709,60000,46.0
2064,70000,85.0
2394,80000,72.0
2733,90000,75.0
3076,100000,67.0
