episodes,steps,total reward
174,10000,19.0
308,20000,36.0
421,30000,47.0
544,40000,62.0
686,50000,71.0
825,60000,67.0
989,70000,90.0
1150,80000,95.0
1381,90000,149.0
1637,100000,183.0
