episodes,steps,total reward
193,10000,18.0
437,20000,67.0
708,30000,86.0
915,40000,50.0
1137,50000,59.0
1381,60000,87.0
1685,70000,124.0
1942,80000,90.0
2230,90000,122.0
2496,100000,88.0
