total reward,steps,episodes
1.0,10000,83
3.0,20000,135
58.0,30000,261
191.0,40000,537
242.0,50000,845
235.0,60000,1162
234.0,70000,1514
270.0,80000,1870
264.0,90000,2222
266.0,100000,2572
