steps,total reward,episodes
10000,-1.1000000000000008,110
20000,-2.1199999999999988,322
30000,-3.7299999999999645,695
40000,-3.759999999999964,1071
50000,-3.569999999999968,1428
60000,-3.6699999999999657,1795
70000,-3.799999999999963,2175
80000,-3.789999999999963,2554
90000,-3.46999999999997,2901
100000,-3.6899999999999653,3270
