total reward,episodes,steps
0.0,74,10000
1.0,128,20000
41.0,233,30000
193.0,522,40000
221.0,835,50000
257.0,1190,60000
265.0,1540,70000
259.0,1900,80000
268.0,2252,90000
263.0,2614,100000
