episodes,total reward,steps
119,9.0,10000
215,23.0,20000
295,30.0,30000
420,45.0,40000
713,207.0,50000
1090,288.0,60000
1490,319.0,70000
1907,333.0,80000
2325,342.0,90000
2748,346.0,100000
