episodes,steps,total reward
79,10000,1.0
136,20000,1.0
210,30000,28.0
485,40000,195.0
814,50000,228.0
1140,60000,246.0
1504,70000,263.0
1861,80000,264.0
2213,90000,259.0
2563,100000,257.0
