episodes,total reward,steps
160,4.0,10000
289,8.0,20000
398,24.0,30000
562,34.0,40000
764,58.0,50000
969,62.0,60000
1195,107.0,70000
1389,65.0,80000
1632,112.0,90000
1903,133.0,100000
