episodes,total reward,steps
160,46.0,10000
340,48.0,20000
534,64.0,30000
707,42.0,40000
908,60.0,50000
1088,44.0,60000
1276,55.0,70000
1484,57.0,80000
1695,64.0,90000
1957,79.0,100000
