episodes,steps,total reward
294,10000,26.0
521,20000,21.0
709,30000,13.0
910,40000,25.0
1136,50000,22.0
1357,60000,31.0
1581,70000,25.0
1796,80000,29.0
2041,90000,14.0
2272,100000,28.0
