episodes,total reward,steps
4,4.0,10000
5,1.0,20000
6,1.0,30000
7,1.0,40000
7,0.0,50000
8,1.0,60000
8,0.0,70000
9,1.0,80000
12,3.0,90000
14,2.0,100000
18,4.0,110000
24,6.0,120000
28,4.0,130000
33,5.0,140000
37,4.0,150000
39,2.0,160000
45,6.0,170000
48,3.0,180000
55,7.0,190000
58,3.0,200000
64,6.0,210000
68,4.0,220000
74,6.0,230000
77,3.0,240000
87,10.0,250000
95,8.0,260000
98,3.0,270000
107,9.0,280000
114,7.0,290000
118,4.0,300000
128,10.0,310000
144,16.0,320000
155,11.0,330000
168,13.0,340000
178,10.0,350000
188,10.0,360000
198,10.0,370000
215,17.0,380000
227,12.0,390000
246,19.0,400000
257,11.0,410000
275,18.0,420000
297,22.0,430000
308,11.0,440000
337,29.0,450000
357,20.0,460000
377,20.0,470000
397,20.0,480000
418,21.0,490000
448,30.0,500000
487,39.0,510000
498,11.0,520000
527,29.0,530000
543,16.0,540000
567,24.0,550000
597,30.0,560000
637,40.0,570000
677,40.0,580000
698,21.0,590000
747,49.0,600000
789,42.0,610000
848,59.0,620000
897,49.0,630000
947,50.0,640000
1007,60.0,650000
1067,60.0,660000
1138,71.0,670000
1201,63.0,680000
1277,76.0,690000
1367,90.0,700000
1437,70.0,710000
1526,89.0,720000
1617,91.0,730000
1687,70.0,740000
1787,100.0,750000
1889,102.0,760000
2005,116.0,770000
2087,82.0,780000
2188,101.0,790000
2309,121.0,800000
2397,88.0,810000
2492,95.0,820000
2612,120.0,830000
2732,120.0,840000
2858,126.0,850000
2982,124.0,860000
3117,135.0,870000
3248,131.0,880000
3398,150.0,890000
3545,147.0,900000
3687,142.0,910000
3824,137.0,920000
3978,154.0,930000
4147,169.0,940000
4317,170.0,950000
4492,175.0,960000
4675,183.0,970000
4847,172.0,980000
5038,191.0,990000
5227,189.0,1000000
5427,200.0,1010000
5627,200.0,1020000
5808,181.0,1030000
6007,199.0,1040000
6206,199.0,1050000
6403,197.0,1060000
6623,220.0,1070000
6844,221.0,1080000
7065,221.0,1090000
7287,222.0,1100000
7507,220.0,1110000
7727,220.0,1120000
7949,222.0,1130000
8168,219.0,1140000
8389,221.0,1150000
8614,225.0,1160000
8834,220.0,1170000
9047,213.0,1180000
9270,223.0,1190000
9494,224.0,1200000
9716,222.0,1210000
9937,221.0,1220000
10154,217.0,1230000
10369,215.0,1240000
10592,223.0,1250000
10812,220.0,1260000
11033,221.0,1270000
11247,214.0,1280000
11467,220.0,1290000
11687,220.0,1300000
11896,209.0,1310000
12117,221.0,1320000
12338,221.0,1330000
12561,223.0,1340000
12784,223.0,1350000
13006,222.0,1360000
13230,224.0,1370000
13454,224.0,1380000
13676,222.0,1390000
13897,221.0,1400000
14117,220.0,1410000
14338,221.0,1420000
14563,225.0,1430000
14785,222.0,1440000
15006,221.0,1450000
15228,222.0,1460000
15450,223.0,1470000
15673,222.0,1480000
15896,223.0,1490000
16119,223.0,1500000
16344,225.0,1510000
16567,223.0,1520000
16793,226.0,1530000
17014,221.0,1540000
17235,221.0,1550000
17457,223.0,1560000
17678,220.0,1570000
17898,220.0,1580000
18122,224.0,1590000
18344,222.0,1600000
18565,221.0,1610000
18786,221.0,1620000
19006,221.0,1630000
19218,211.0,1640000
19440,222.0,1650000
19661,221.0,1660000
19883,222.0,1670000
20104,221.0,1680000
20326,222.0,1690000
20547,221.0,1700000
20768,221.0,1710000
20989,221.0,1720000
21213,224.0,1730000
21435,222.0,1740000
21658,223.0,1750000
21880,222.0,1760000
22102,222.0,1770000
22322,220.0,1780000
22544,222.0,1790000
22767,223.0,1800000
22989,222.0,1810000
23210,221.0,1820000
23435,225.0,1830000
23657,222.0,1840000
23878,221.0,1850000
24103,225.0,1860000
24325,222.0,1870000
24545,220.0,1880000
24767,222.0,1890000
24989,222.0,1900000
25212,223.0,1910000
25433,221.0,1920000
25655,222.0,1930000
25877,222.0,1940000
26098,221.0,1950000
26319,221.0,1960000
26543,224.0,1970000
26766,223.0,1980000
26977,211.0,1990000
27198,221.0,2000000
