steps,episodes,total reward
10000,3,3.0
20000,4,1.0
30000,6,2.0
40000,7,1.0
50000,8,1.0
60000,9,1.0
70000,12,3.0
80000,12,0.0
90000,12,0.0
100000,13,1.0
110000,14,1.0
120000,15,1.0
130000,15,0.0
140000,15,0.0
150000,16,1.0
160000,17,1.0
170000,17,0.0
180000,18,1.0
190000,18,0.0
200000,18,0.0
210000,19,1.0
220000,21,2.0
230000,22,1.0
240000,24,2.0
250000,24,0.0
260000,24,0.0
270000,25,1.0
280000,26,1.0
290000,27,1.0
300000,33,6.0
310000,37,4.0
320000,54,17.0
330000,72,18.0
340000,86,14.0
350000,108,22.0
360000,133,25.0
370000,172,39.0
380000,208,36.0
390000,258,50.0
400000,298,40.0
410000,346,48.0
420000,398,52.0
430000,458,60.0
440000,543,85.0
450000,626,83.0
460000,727,101.0
470000,820,93.0
480000,939,119.0
490000,1057,118.0
500000,1178,121.0
510000,1285,107.0
520000,1417,132.0
530000,1558,141.0
540000,1688,130.0
550000,1818,130.0
560000,1976,158.0
570000,2146,170.0
580000,2295,149.0
590000,2447,152.0
600000,2628,181.0
610000,2767,139.0
620000,2924,157.0
630000,3087,163.0
640000,3253,166.0
650000,3417,164.0
660000,3576,159.0
670000,3737,161.0
680000,3920,183.0
690000,4087,167.0
700000,4253,166.0
710000,4402,149.0
720000,4558,156.0
730000,4745,187.0
740000,4914,169.0
750000,5087,173.0
760000,5275,188.0
770000,5454,179.0
780000,5597,143.0
790000,5777,180.0
800000,5947,170.0
810000,6135,188.0
820000,6320,185.0
830000,6485,165.0
840000,6670,185.0
850000,6864,194.0
860000,7047,183.0
870000,7237,190.0
880000,7427,190.0
890000,7598,171.0
900000,7788,190.0
910000,7978,190.0
920000,8144,166.0
930000,8336,192.0
940000,8524,188.0
950000,8716,192.0
960000,8902,186.0
970000,9085,183.0
980000,9274,189.0
990000,9461,187.0
1000000,9645,184.0
1010000,9802,157.0
1020000,9993,191.0
1030000,10175,182.0
1040000,10363,188.0
1050000,10548,185.0
1060000,10736,188.0
1070000,10924,188.0
1080000,11116,192.0
1090000,11287,171.0
1100000,11478,191.0
1110000,11669,191.0
1120000,11863,194.0
1130000,12055,192.0
1140000,12217,162.0
1150000,12407,190.0
1160000,12598,191.0
1170000,12788,190.0
1180000,12977,189.0
1190000,13165,188.0
1200000,13354,189.0
1210000,13543,189.0
1220000,13728,185.0
1230000,13917,189.0
1240000,14097,180.0
1250000,14285,188.0
1260000,14477,192.0
1270000,14665,188.0
1280000,14844,179.0
1290000,15036,192.0
1300000,15227,191.0
1310000,15419,192.0
1320000,15613,194.0
1330000,15795,182.0
1340000,15987,192.0
1350000,16173,186.0
1360000,16363,190.0
1370000,16554,191.0
1380000,16744,190.0
1390000,16935,191.0
1400000,17108,173.0
1410000,17295,187.0
1420000,17471,176.0
1430000,17664,193.0
1440000,17851,187.0
1450000,18044,193.0
1460000,18238,194.0
1470000,18428,190.0
1480000,18618,190.0
1490000,18803,185.0
1500000,18995,193.0
1510000,19186,190.0
1520000,19377,191.0
1530000,19567,190.0
1540000,19757,190.0
1550000,19948,191.0
1560000,20142,194.0
1570000,20327,185.0
1580000,20498,171.0
1590000,20693,195.0
1600000,20883,190.0
1610000,21075,192.0
1620000,21264,189.0
1630000,21453,189.0
1640000,21644,191.0
1650000,21834,190.0
1660000,22025,191.0
1670000,22203,178.0
1680000,22391,188.0
1690000,22578,187.0
1700000,22755,178.0
1710000,22945,189.0
1720000,23136,191.0
1730000,23327,191.0
1740000,23518,191.0
1750000,23710,193.0
1760000,23902,191.0
1770000,24093,191.0
1780000,24278,185.0
1790000,24466,188.0
1800000,24638,172.0
1810000,24827,189.0
1820000,25016,189.0
1830000,25209,193.0
1840000,25398,189.0
1850000,25591,193.0
1860000,25783,192.0
1870000,25968,185.0
1880000,26155,187.0
1890000,26347,192.0
1900000,26537,190.0
1910000,26728,191.0
1920000,26915,187.0
1930000,27103,188.0
1940000,27293,190.0
1950000,27483,190.0
1960000,27674,191.0
1970000,27867,193.0
1980000,28057,190.0
1990000,28247,190.0
2000000,28437,190.0
